iddocumento,idproduto,dtemissao
0100CMIV98,01000L9Q55,2026-01-05T00:00:00.000Z
0100CMIV98,01000N3490,2026-01-05T00:00:00.000Z
0100CMJ52Q,01000LR62J,2026-01-05T00:00:00.000Z
0100CMJ52Q,01000O2QLI,2026-01-05T00:00:00.000Z
0100CMJ52Q,01000NTQ04,2026-01-05T00:00:00.000Z
0100CMJ52Q,01000NU31L,2026-01-05T00:00:00.000Z
0100CMJ52Q,0100C0MVG1,2026-01-05T00:00:00.000Z
0100CMJ52Q,01005M160R,2026-01-05T00:00:00.000Z
0100CMJ52Q,01003UFKEG,2026-01-05T00:00:00.000Z
0100CMJV3J,01000L9WBF,2026-01-05T00:00:00.000Z
0100CMJV3J,01000AYE5G,2026-01-05T00:00:00.000Z
0100CMK4DZ,01005TBS8Y,2026-01-05T00:00:00.000Z
0100CMKI1G,01000M1901,2026-01-05T00:00:00.000Z
0100CMKI1G,01000MY20F,2026-01-05T00:00:00.000Z
0100CMKI1G,01000MWO0Q,2026-01-05T00:00:00.000Z
0100CMKS3C,0100B5RE0X,2026-01-05T00:00:00.000Z
0100CMKXSR,01000KM7NG,2026-01-05T00:00:00.000Z
0100CMKXSR,01000KLJGW,2026-01-05T00:00:00.000Z
0100CMKXSR,01000MPJA3,2026-01-05T00:00:00.000Z
0100CMLK3T,01000KYK1H,2026-01-05T00:00:00.000Z
0100CMLK3T,01000E0HFX,2026-01-05T00:00:00.000Z
0100CMLK3T,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMLUCG,01000N2M1N,2026-01-05T00:00:00.000Z
0100CMM35Q,01000LH0GG,2026-01-05T00:00:00.000Z
0100CMM35Q,01000CLL48,2026-01-05T00:00:00.000Z
0100CMM35Q,0100BVGH2H,2026-01-05T00:00:00.000Z
0100CMM35Q,0100BVGBFW,2026-01-05T00:00:00.000Z
0100CMM35Q,0100BVGELN,2026-01-05T00:00:00.000Z
0100CMM35Q,0100BVG809,2026-01-05T00:00:00.000Z
0100CMN098,01000NYN3V,2026-01-05T00:00:00.000Z
0100CMN098,01000EQM00,2026-01-05T00:00:00.000Z
0100CMNJ98,01000ETI34,2026-01-05T00:00:00.000Z
0100CMNJ98,01000MMR7R,2026-01-05T00:00:00.000Z
0100CMNJ98,01000NZX3J,2026-01-05T00:00:00.000Z
0100CMNUDY,01000L6WCB,2026-01-05T00:00:00.000Z
0100CMO80I,01000MQMFA,2026-01-05T00:00:00.000Z
0100CMOJ4B,01000MLHBF,2026-01-05T00:00:00.000Z
0100CMOJ4B,01000KLJGW,2026-01-05T00:00:00.000Z
0100CMOJ4B,01000KCY0Y,2026-01-05T00:00:00.000Z
0100CMOS0N,01000E7I0F,2026-01-05T00:00:00.000Z
0100CMOS0N,01000ER4DD,2026-01-05T00:00:00.000Z
0100CMP254,01008PXZ0K,2026-01-05T00:00:00.000Z
0100CMP254,01000KGX1W,2026-01-05T00:00:00.000Z
0100CMPEJU,01000AOW0T,2026-01-05T00:00:00.000Z
0100CMPLCT,01000EQC88,2026-01-05T00:00:00.000Z
0100CMPLCT,01000MN9C8,2026-01-05T00:00:00.000Z
0100CMPLCT,01000KIS1C,2026-01-05T00:00:00.000Z
0100CMQ351,01000KYK1H,2026-01-05T00:00:00.000Z
0100CMQA1J,01000D83C0,2026-01-05T00:00:00.000Z
0100CMQF2G,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMQM61,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMQRC0,0100923R03,2026-01-05T00:00:00.000Z
0100CMR7D3,01000E0HFX,2026-01-05T00:00:00.000Z
0100CMR7D3,01003N54AC,2026-01-05T00:00:00.000Z
0100CMR7D3,01000N2O0Y,2026-01-05T00:00:00.000Z
0100CMR7D3,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMRW14,01000CD901,2026-01-05T00:00:00.000Z
0100CMRW14,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMRW14,01000E0HFX,2026-01-05T00:00:00.000Z
0100CMSA55,01000N97CS,2026-01-05T00:00:00.000Z
0100CMSA55,01000MN9C8,2026-01-05T00:00:00.000Z
0100CMSA55,01000NUL0T,2026-01-05T00:00:00.000Z
0100CMSA55,01008MAD0O,2026-01-05T00:00:00.000Z
0100CMT297,01000MZYAQ,2026-01-05T00:00:00.000Z
0100CMT297,0100BVGBFW,2026-01-05T00:00:00.000Z
0100CMT297,0100BVGH2H,2026-01-05T00:00:00.000Z
0100CMSA55,01000FLBGS,2026-01-05T00:00:00.000Z
0100CMSA55,01000N2W4T,2026-01-05T00:00:00.000Z
0100CMSA55,01000N2W4T,2026-01-05T00:00:00.000Z
0100CMSA55,01000MZ22Q,2026-01-05T00:00:00.000Z
0100CMSA55,01000KRYJG,2026-01-05T00:00:00.000Z
0100CMSA55,01000E0HFX,2026-01-05T00:00:00.000Z
0100CMSA55,01000NOX3W,2026-01-05T00:00:00.000Z
0100CMSA55,01000NOX3W,2026-01-05T00:00:00.000Z
0100CMTGTT,01000E0HFX,2026-01-05T00:00:00.000Z
0100CMTP45,01000E6B7S,2026-01-05T00:00:00.000Z
0100CMTP45,01000NPXKB,2026-01-05T00:00:00.000Z
0100CMTP45,01000EOM62,2026-01-05T00:00:00.000Z
0100CMTP45,01000KHM3O,2026-01-05T00:00:00.000Z
0100CMTP45,01000NY92H,2026-01-05T00:00:00.000Z
0100CMTP45,01000NYFFY,2026-01-05T00:00:00.000Z
0100CMTP45,01000KJ0V5,2026-01-05T00:00:00.000Z
0100CMTP45,01000MZ22Q,2026-01-05T00:00:00.000Z
0100CMTP45,01000N2W4T,2026-01-05T00:00:00.000Z
0100CMTP45,01000KRYJG,2026-01-05T00:00:00.000Z
0100CMUYCP,01000N3A2D,2026-01-05T00:00:00.000Z
0100CMUYCP,01000NYN3V,2026-01-05T00:00:00.000Z
0100CMUH4T,01000NZP31,2026-01-05T00:00:00.000Z
0100CMUH4T,01000N3C06,2026-01-05T00:00:00.000Z
0100CMUH4T,01000N9VA7,2026-01-05T00:00:00.000Z
0100CMUH4T,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMUH4T,010009NRB5,2026-01-05T00:00:00.000Z
0100CMUH4T,0100BVG809,2026-01-05T00:00:00.000Z
0100CMV76Y,01000GE1AU,2026-01-05T00:00:00.000Z
0100CMW8R0,01000NXR1V,2026-01-05T00:00:00.000Z
0100CMVW4K,01000N2UD9,2026-01-05T00:00:00.000Z
0100CMW8R0,01000KLHIR,2026-01-05T00:00:00.000Z
0100CMW8R0,01000O0D69,2026-01-05T00:00:00.000Z
0100CMW8R0,01000MN9C8,2026-01-05T00:00:00.000Z
0100CMW8R0,01000NOL8K,2026-01-05T00:00:00.000Z
0100CMW8R0,01000NPF0E,2026-01-05T00:00:00.000Z
0100CMW8R0,01000MMJ7V,2026-01-05T00:00:00.000Z
0100CMW8R0,01000OL52Q,2026-01-05T00:00:00.000Z
0100CMW8R0,01000KLJGW,2026-01-05T00:00:00.000Z
0100CMW8R0,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMW8R0,01000N367E,2026-01-05T00:00:00.000Z
0100CMW8R0,01003NFSGN,2026-01-05T00:00:00.000Z
0100CMXC6K,01000ES74N,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000NQQ1J,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000NZX3J,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000NZX3J,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000NOL8K,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000MN14Z,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000NON7S,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000MN9C8,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000NPF0E,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000N9VA7,2026-01-05T00:00:00.000Z
0100CMW8R0,01000MJ157,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000O0D69,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000AYCA1,2026-01-05T00:00:00.000Z
0100CMXZ1D,01000KLHIR,2026-01-05T00:00:00.000Z
0100CMYS7J,01000FPX52,2026-01-05T00:00:00.000Z
0100CMYS7J,01000DCE0Q,2026-01-05T00:00:00.000Z
0100CMYS7J,01000NOL8K,2026-01-05T00:00:00.000Z
0100CMYS7J,01000M1H3G,2026-01-05T00:00:00.000Z
0100CMZ4U7,0100ARFZNF,2026-01-05T00:00:00.000Z
0100CMZWFG,01000BSF00,2026-01-05T00:00:00.000Z
0100CN0AA6,01000MPJA3,2026-01-05T00:00:00.000Z
0100CN0UHL,01000NZP31,2026-01-05T00:00:00.000Z
0100CN0UHL,01000FLBGS,2026-01-05T00:00:00.000Z
0100CN0UHL,01000MIXGC,2026-01-05T00:00:00.000Z
0100CN0UHL,01000AYE5G,2026-01-05T00:00:00.000Z
0100CN0UHL,01000O0J39,2026-01-05T00:00:00.000Z
0100CN0UHL,01000KJ828,2026-01-05T00:00:00.000Z
0100CN0UHL,01000MP37G,2026-01-05T00:00:00.000Z
0100CN0UHL,01000KYK1H,2026-01-05T00:00:00.000Z
0100CMZWFG,01000BU44B,2026-01-05T00:00:00.000Z
0100CMZWFG,0100AXSL68,2026-01-05T00:00:00.000Z
0100CN231F,01000KYE8V,2026-01-05T00:00:00.000Z
0100CN290O,01000EW88G,2026-01-05T00:00:00.000Z
0100CN290O,01000AE56Q,2026-01-05T00:00:00.000Z
0100CN1MBD,01000NZP31,2026-01-05T00:00:00.000Z
0100CN1MBD,01000MP37G,2026-01-05T00:00:00.000Z
0100CN1MBD,01000KJ828,2026-01-05T00:00:00.000Z
0100CN1MBD,01000K5T2K,2026-01-05T00:00:00.000Z
0100CN1MBD,01000NON7S,2026-01-05T00:00:00.000Z
0100CN1MBD,01000EW300,2026-01-05T00:00:00.000Z
0100CN2TAN,01000O0D69,2026-01-05T00:00:00.000Z
0100CN2TAN,01000O01LH,2026-01-05T00:00:00.000Z
0100CN3K1T,01000DKOB8,2026-01-05T00:00:00.000Z
0100CMTGTT,01000CD901,2026-01-05T00:00:00.000Z
0100CMTP45,010009NRB5,2026-01-05T00:00:00.000Z
0100CN0508,01000NR80R,2026-01-05T00:00:00.000Z
0100CN32NK,01000EWABR,2026-01-05T00:00:00.000Z
0100CN32NK,01000OLJIT,2026-01-05T00:00:00.000Z
0100CN32NK,01000AEF6U,2026-01-05T00:00:00.000Z
0100CN3CIN,01008STKD4,2026-01-05T00:00:00.000Z
0100CN3CIN,01000CD901,2026-01-05T00:00:00.000Z
0100CMZN0D,01000N2M1N,2026-01-05T00:00:00.000Z
0100CMZN0D,01000AYE5G,2026-01-05T00:00:00.000Z
0100CMZN0D,01000L5K4V,2026-01-05T00:00:00.000Z
0100CN1MBD,01000NZP31,2026-01-05T00:00:00.000Z
0100CMW8R0,01000MN14Z,2026-01-05T00:00:00.000Z
0100CMW8R0,01000NQQ1J,2026-01-05T00:00:00.000Z
0100CN4G06,01000N2M1N,2026-01-05T00:00:00.000Z
0100CN4G06,01000N2M1N,2026-01-05T00:00:00.000Z
0100CMFBA1,01000DHJ7O,2026-01-05T00:00:00.000Z
0100CMMS8Q,01000G067U,2026-01-05T00:00:00.000Z
0100CMMS8Q,01000MZS15,2026-01-05T00:00:00.000Z
0100CLDE27,01000NY92H,2026-01-05T00:00:00.000Z
0100CMB71B,01000E0HFX,2026-01-05T00:00:00.000Z
0100CMT297,0100B5RE0X,2026-01-05T00:00:00.000Z
0100CMRW14,01003N54AC,2026-01-05T00:00:00.000Z
0100CLUI05,01000O2I1H,2026-01-05T00:00:00.000Z
0100CLUI05,01000EOO77,2026-01-05T00:00:00.000Z
0100CLKKFT,01000D83C0,2026-01-05T00:00:00.000Z
0100CN6E7F,01000AYCA1,2026-01-05T00:00:00.000Z
0100CN6E7F,01000AYCA1,2026-01-05T00:00:00.000Z
0100CN5I15,01000N2E9E,2026-01-05T00:00:00.000Z
0100CN5I15,01000MMJ7V,2026-01-05T00:00:00.000Z
0100CN5I15,01000AYCA1,2026-01-05T00:00:00.000Z
0100CN5I15,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN5I15,01000KD4BG,2026-01-05T00:00:00.000Z
0100CN5I15,01000CD901,2026-01-05T00:00:00.000Z
0100CN6E7F,01000AYCA1,2026-01-05T00:00:00.000Z
0100CN6E7F,01000AYCA1,2026-01-05T00:00:00.000Z
0100CN6E7F,01000CD901,2026-01-05T00:00:00.000Z
0100CN6E7F,01000CD901,2026-01-05T00:00:00.000Z
0100CN6E7F,01000CD901,2026-01-05T00:00:00.000Z
0100CN6E7F,01000CD901,2026-01-05T00:00:00.000Z
0100CN6E7F,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN6E7F,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN6E7F,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN6E7F,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN6E7F,01000N3490,2026-01-05T00:00:00.000Z
0100CN6E7F,01000N3U00,2026-01-05T00:00:00.000Z
0100CN6E7F,01000CVZM1,2026-01-05T00:00:00.000Z
0100CN51A1,01000KLHIR,2026-01-05T00:00:00.000Z
0100CN7B3J,01000NQQ1J,2026-01-05T00:00:00.000Z
0100CN7B3J,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN7B3J,01000ES74N,2026-01-05T00:00:00.000Z
0100CN7B3J,01000NYFFY,2026-01-05T00:00:00.000Z
0100CN7Z2E,01000MKE9B,2026-01-05T00:00:00.000Z
0100CN7Z2E,01000E0HFX,2026-01-05T00:00:00.000Z
0100CN7Z2E,01000FPX52,2026-01-05T00:00:00.000Z
0100CN7Z2E,01000CD901,2026-01-05T00:00:00.000Z
0100CN7Z2E,01000M21RS,2026-01-05T00:00:00.000Z
0100CN8F94,01000LH0GG,2026-01-06T00:00:00.000Z
0100CNFU3Y,01000KRYJG,2026-01-06T00:00:00.000Z
0100CNFU3Y,01000KJ0V5,2026-01-06T00:00:00.000Z
0100CNFU3Y,01000N2W4T,2026-01-06T00:00:00.000Z
0100CNFU3Y,01000NOX3W,2026-01-06T00:00:00.000Z
0100CNFU3Y,01008MAD0O,2026-01-06T00:00:00.000Z
0100CNFU3Y,01000NYFFY,2026-01-06T00:00:00.000Z
0100CNFU3Y,01000FLS7T,2026-01-06T00:00:00.000Z
0100CNGG0E,01000LCJ4T,2026-01-06T00:00:00.000Z
0100CNGG0E,01000LD18L,2026-01-06T00:00:00.000Z
0100CNGG0E,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNGG0E,01000CD901,2026-01-06T00:00:00.000Z
0100CNGG0E,01000MMHB6,2026-01-06T00:00:00.000Z
0100CNGUJ4,01000NZP31,2026-01-06T00:00:00.000Z
0100CNGUJ4,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNGUJ4,01000NOR8E,2026-01-06T00:00:00.000Z
0100CNHDDE,01000MSQGH,2026-01-06T00:00:00.000Z
0100CNHDDE,01000KIS1C,2026-01-06T00:00:00.000Z
0100CNHYJE,01000MQMFA,2026-01-06T00:00:00.000Z
0100CNHYJE,010009NUJR,2026-01-06T00:00:00.000Z
0100CNHYJE,010009NRB5,2026-01-06T00:00:00.000Z
0100CNIAK9,01000O2I1H,2026-01-06T00:00:00.000Z
0100CNIAK9,01000NUL0T,2026-01-06T00:00:00.000Z
0100CNIAK9,01000L5K4V,2026-01-06T00:00:00.000Z
0100CNIAK9,01000KRYJG,2026-01-06T00:00:00.000Z
0100CNIAK9,01000N2W4T,2026-01-06T00:00:00.000Z
0100CNIAK9,01000E0HFX,2026-01-06T00:00:00.000Z
0100CNIAK9,01000L5K4V,2026-01-06T00:00:00.000Z
0100CNIAK9,01000NUL0T,2026-01-06T00:00:00.000Z
0100CNJ3EG,01000E0HFX,2026-01-06T00:00:00.000Z
0100CNJ3EG,01000KEF01,2026-01-06T00:00:00.000Z
0100CNJ3EG,01000O2I1H,2026-01-06T00:00:00.000Z
0100CNJ3EG,01000IMWCV,2026-01-06T00:00:00.000Z
0100CNJO9U,01000AI3AM,2026-01-06T00:00:00.000Z
0100CNJO9U,01000DCE0Q,2026-01-06T00:00:00.000Z
0100CNJO9U,01000O0F1T,2026-01-06T00:00:00.000Z
0100CNJO9U,01000KEF01,2026-01-06T00:00:00.000Z
0100CNJO9U,01000N0S53,2026-01-06T00:00:00.000Z
0100CNJO9U,01000NT4CH,2026-01-06T00:00:00.000Z
0100CNKA5H,01000BU29P,2026-01-06T00:00:00.000Z
0100CNKN2H,01008BFHJ9,2026-01-06T00:00:00.000Z
0100CNKN2H,01008BFHJ9,2026-01-06T00:00:00.000Z
0100CNKN2H,01000FH523,2026-01-06T00:00:00.000Z
0100CNKN2H,010009M8J5,2026-01-06T00:00:00.000Z
0100CNLCGN,0100B5SY2N,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000NZP31,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000NXJ5W,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000J5U0J,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000NY92H,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000NOX3W,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000KJ0V5,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000KRM02,2026-01-06T00:00:00.000Z
0100CNLJ0F,01000N2W4T,2026-01-06T00:00:00.000Z
0100CNM2DZ,01003UFF0T,2026-01-06T00:00:00.000Z
0100CNM2DZ,01000N2UD9,2026-01-06T00:00:00.000Z
0100CNM2DZ,01000NXR1V,2026-01-06T00:00:00.000Z
0100CNM2DZ,01000GE1AU,2026-01-06T00:00:00.000Z
0100CNMD1N,01005TBF3S,2026-01-06T00:00:00.000Z
0100CNMD1N,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNMD1N,01000LJJ4D,2026-01-06T00:00:00.000Z
0100CNMD1N,010091PWSQ,2026-01-06T00:00:00.000Z
0100CNMD1N,01000MIXGC,2026-01-06T00:00:00.000Z
0100CNN084,01000MN9C8,2026-01-06T00:00:00.000Z
0100CNN084,01001XUA0Y,2026-01-06T00:00:00.000Z
0100CNND0Q,01000AYE5G,2026-01-06T00:00:00.000Z
0100CNND0Q,0100AXSL68,2026-01-06T00:00:00.000Z
0100CNNL8M,01000O0D69,2026-01-06T00:00:00.000Z
0100CNNWIQ,01000O0H63,2026-01-06T00:00:00.000Z
0100CNO1QH,01000AOW0T,2026-01-06T00:00:00.000Z
0100CNOJ5S,01000NQQ1J,2026-01-06T00:00:00.000Z
0100CNOJ5S,01000LPPEU,2026-01-06T00:00:00.000Z
0100CNOQK7,01008SSG0T,2026-01-06T00:00:00.000Z
0100CNOQK7,01000KIYCB,2026-01-06T00:00:00.000Z
0100CNOQK7,01000LD568,2026-01-06T00:00:00.000Z
0100CNOQK7,01000NY92H,2026-01-06T00:00:00.000Z
0100CNP656,01008BFHJ9,2026-01-06T00:00:00.000Z
0100CNPIM8,01000L9WBF,2026-01-06T00:00:00.000Z
0100CNPIM8,01000CJIGN,2026-01-06T00:00:00.000Z
0100CNPIM8,01000FFHIF,2026-01-06T00:00:00.000Z
0100CNPSAW,01000MN74B,2026-01-06T00:00:00.000Z
0100CNPSAW,01000KEF01,2026-01-06T00:00:00.000Z
0100CNPSAW,01000MKG14,2026-01-06T00:00:00.000Z
0100CNPSAW,01000CD901,2026-01-06T00:00:00.000Z
0100CNPSAW,01000KYE8V,2026-01-06T00:00:00.000Z
0100CNPSAW,01000KCUFP,2026-01-06T00:00:00.000Z
0100CNPSAW,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNPSAW,01003UFKEG,2026-01-06T00:00:00.000Z
0100CNQB41,01000O2I1H,2026-01-06T00:00:00.000Z
0100CNQJ5M,01000E0HFX,2026-01-06T00:00:00.000Z
0100CNQJ5M,01000N2O0Y,2026-01-06T00:00:00.000Z
0100CNQJ5M,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNQS6D,01000MVAK1,2026-01-06T00:00:00.000Z
0100CNQS6D,01000KCKJ1,2026-01-06T00:00:00.000Z
0100CNQS6D,01000FHS7U,2026-01-06T00:00:00.000Z
0100CNRB2W,01000NZP31,2026-01-06T00:00:00.000Z
0100CNRB2W,01000MMJ7V,2026-01-06T00:00:00.000Z
0100CNRKCH,01000N2M1N,2026-01-06T00:00:00.000Z
0100CNRW5W,01000DKOB8,2026-01-06T00:00:00.000Z
0100CNS40T,01000KY658,2026-01-06T00:00:00.000Z
0100CNS40T,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNSB12,01000NHOJ0,2026-01-06T00:00:00.000Z
0100CNSV15,01000MN55A,2026-01-06T00:00:00.000Z
0100CNSV15,01000LMU2T,2026-01-06T00:00:00.000Z
0100CNT724,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNTZF1,01000AYE5G,2026-01-06T00:00:00.000Z
0100CNTZF1,01000MKG14,2026-01-06T00:00:00.000Z
0100CNTZF1,01000KLJGW,2026-01-06T00:00:00.000Z
0100CNTZF1,01000EWABR,2026-01-06T00:00:00.000Z
0100CNTZF1,0100AXT92N,2026-01-06T00:00:00.000Z
0100CNTZF1,0100AXS535,2026-01-06T00:00:00.000Z
0100CNTZF1,01000NYN3V,2026-01-06T00:00:00.000Z
0100CNTZF1,01000N97CS,2026-01-06T00:00:00.000Z
0100CNTF1Q,01000XRI28,2026-01-06T00:00:00.000Z
0100CNTP89,01003UFF0T,2026-01-06T00:00:00.000Z
0100CNTP89,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNTZF1,01000NXZBI,2026-01-06T00:00:00.000Z
0100CNTZF1,01000FLS7T,2026-01-06T00:00:00.000Z
0100CNTZF1,01002F6E6T,2026-01-06T00:00:00.000Z
0100CNUP5J,01000N3U00,2026-01-06T00:00:00.000Z
0100CNV3D4,01000MP37G,2026-01-06T00:00:00.000Z
0100CNV3D4,01000EOO77,2026-01-06T00:00:00.000Z
0100CNVUM7,01000N2M1N,2026-01-06T00:00:00.000Z
0100CNVUM7,01000M23WQ,2026-01-06T00:00:00.000Z
0100CNVUM7,01000M23WQ,2026-01-06T00:00:00.000Z
0100CNVUM7,01000O2I1H,2026-01-06T00:00:00.000Z
0100CNVUM7,01000NPF0E,2026-01-06T00:00:00.000Z
0100CNVUM7,01000NOV36,2026-01-06T00:00:00.000Z
0100CNVUM7,010009NRB5,2026-01-06T00:00:00.000Z
0100CNWB6O,01000CD901,2026-01-06T00:00:00.000Z
0100CNWB6O,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNWB6O,01000E0HFX,2026-01-06T00:00:00.000Z
0100CNWB6O,01003UFKEG,2026-01-06T00:00:00.000Z
0100CNWM7M,01000KRM02,2026-01-06T00:00:00.000Z
0100CNWM7M,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNWM7M,01000L5K4V,2026-01-06T00:00:00.000Z
0100CNWM7M,01000AYE5G,2026-01-06T00:00:00.000Z
0100CNWM7M,01000E0HFX,2026-01-06T00:00:00.000Z
0100CNWM7M,01000NOV36,2026-01-06T00:00:00.000Z
0100CNWM7M,01003UFKEG,2026-01-06T00:00:00.000Z
0100CNX73E,01000LAF1J,2026-01-06T00:00:00.000Z
0100CNXG8G,01000AT11Q,2026-01-06T00:00:00.000Z
0100CNXM2M,01000O0357,2026-01-06T00:00:00.000Z
0100CNXM2M,01000AYE5G,2026-01-06T00:00:00.000Z
0100CNXM2M,01000NYN3V,2026-01-06T00:00:00.000Z
0100CNXV44,01000O0F1T,2026-01-06T00:00:00.000Z
0100CNXV44,01000MN14Z,2026-01-06T00:00:00.000Z
0100CNYAHG,01000AYCA1,2026-01-06T00:00:00.000Z
0100CNYAHG,01000MKG14,2026-01-06T00:00:00.000Z
0100CNYH9U,01000O0F1T,2026-01-06T00:00:00.000Z
0100CNZ1EF,01003NFSGN,2026-01-06T00:00:00.000Z
0100CNZ1EF,01000L9G4Y,2026-01-06T00:00:00.000Z
0100CNZ1EF,01000KQ298,2026-01-06T00:00:00.000Z
0100CNZ1EF,01000M23WQ,2026-01-06T00:00:00.000Z
0100CNZ1EF,01000KQ298,2026-01-06T00:00:00.000Z
0100CNZJA9,01000MMJ7V,2026-01-06T00:00:00.000Z
0100CNZJA9,01000MMJ7V,2026-01-06T00:00:00.000Z
0100CNZJA9,01003UFKEG,2026-01-06T00:00:00.000Z
0100CO00AC,01000IMWCV,2026-01-06T00:00:00.000Z
0100CO0LG2,01000NUL0T,2026-01-06T00:00:00.000Z
0100CO062V,01003UFF0T,2026-01-06T00:00:00.000Z
0100CO0E27,01003UFF0T,2026-01-06T00:00:00.000Z
0100CO0LG2,01000AYCA1,2026-01-06T00:00:00.000Z
0100CO0LG2,01000NZP31,2026-01-06T00:00:00.000Z
0100CO0LG2,01000L1508,2026-01-06T00:00:00.000Z
0100CO0LG2,01000MNHKM,2026-01-06T00:00:00.000Z
0100CO0LG2,01000EPA33,2026-01-06T00:00:00.000Z
0100CO198L,01000AYE5G,2026-01-06T00:00:00.000Z
0100CO198L,01000N2M1N,2026-01-06T00:00:00.000Z
0100CO198L,01000AYCA1,2026-01-06T00:00:00.000Z
0100CO1J06,01000MJ833,2026-01-06T00:00:00.000Z
0100CO1J06,01000MMJ7V,2026-01-06T00:00:00.000Z
0100CO1S63,01003N5MCF,2026-01-06T00:00:00.000Z
0100CO1X1Z,01000L9E9J,2026-01-06T00:00:00.000Z
0100CO2242,01008STF01,2026-01-06T00:00:00.000Z
0100CO2242,01000AYE5G,2026-01-06T00:00:00.000Z
0100CO2242,01000MKG14,2026-01-06T00:00:00.000Z
0100CO2242,01000L9WBF,2026-01-06T00:00:00.000Z
0100CO2242,01000O0D69,2026-01-06T00:00:00.000Z
0100CO2242,01008STKD4,2026-01-06T00:00:00.000Z
0100CO2242,01000N3C06,2026-01-06T00:00:00.000Z
0100CO2242,0100BVGH2H,2026-01-06T00:00:00.000Z
0100CO2242,0100BVGBFW,2026-01-06T00:00:00.000Z
0100CO2242,0100BVG809,2026-01-06T00:00:00.000Z
0100CO2242,0100BVGELN,2026-01-06T00:00:00.000Z
0100CO2R20,01000EJQ0K,2026-01-06T00:00:00.000Z
0100CO3A12,01000NHKF1,2026-01-06T00:00:00.000Z
0100CO3GUS,01000N2M1N,2026-01-06T00:00:00.000Z
0100CO3GUS,01000AYE5G,2026-01-06T00:00:00.000Z
0100CO3GUS,01000AYCA1,2026-01-06T00:00:00.000Z
0100CO3QAM,01000NT4CH,2026-01-06T00:00:00.000Z
0100CO3W06,01003UFF0T,2026-01-06T00:00:00.000Z
0100CO432J,01000FLS7T,2026-01-06T00:00:00.000Z
0100CO485Y,01000NYFFY,2026-01-06T00:00:00.000Z
0100CO4K4N,01000NWI43,2026-01-06T00:00:00.000Z
0100CO4K4N,01003M34G8,2026-01-06T00:00:00.000Z
0100CO4L00,01000KPW81,2026-01-06T00:00:00.000Z
0100CO4K4N,01003UFKEG,2026-01-06T00:00:00.000Z
0100CO591E,01003UFKEG,2026-01-06T00:00:00.000Z
0100CO5I88,01000C4R0W,2026-01-06T00:00:00.000Z
0100CO5V4V,01000AYE5G,2026-01-06T00:00:00.000Z
0100CO5V4V,01000EOM62,2026-01-06T00:00:00.000Z
0100CO5V4V,01000K901G,2026-01-06T00:00:00.000Z
0100CO6J07,01000E0HFX,2026-01-06T00:00:00.000Z
0100CO6J07,01000MN9C8,2026-01-06T00:00:00.000Z
0100CO6J07,01000KIS1C,2026-01-06T00:00:00.000Z
0100CO6XGT,01000NQ54I,2026-01-06T00:00:00.000Z
0100CO6XGT,01003UFF0T,2026-01-06T00:00:00.000Z
0100CO7W4Q,01000NY7O5,2026-01-06T00:00:00.000Z
0100COAK69,01000AYE5G,2026-01-06T00:00:00.000Z
