idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,pitch
010000O64S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100024C0W,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100027VPU,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100014L1G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Y8EL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100014P10,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000PX4G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100014S7Z,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100014U52,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100014V9I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YD28,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100014YIL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000153GM,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000J193,"Sorocaba",SP,100.00,90.00,,01000N2W4T,"Sucesso de vendas na sua região."
0100015A4D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YI02,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Q08A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YJDG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100015Q69,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100027TNG,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010002720E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YMOA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100016864,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001698B,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000Q24P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Q31I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100025ZAJ,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100025U0M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100013Z1A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YV8D,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100016OF6,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000KZ3W,"Sorocaba",SP,100.00,90.00,,01000N2W4T,"Sucesso de vendas na sua região."
0100025Y1R,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000OF2U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YZ3B,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000Q5F6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100024K4X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017365,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001757Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000179FT,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000OH9Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017C1S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100025V0R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010002559L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017G80,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000QA6H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Z7C6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017MGJ,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000ZA48,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017OG9,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100017Q1L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000ZD0I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000QB1M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000ZE10,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017W02,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000QC49,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100023894,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018006,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000ZH9F,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100025WHH,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000ZJAF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000KL2O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000ORQD,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001884F,"Sorocaba",SP,100.00,90.00,,01000E0HFX,"Produto com alta aceitação entre o público feminino."
0100018B0P,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100018C34,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018DAS,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018E43,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000ZQ1E,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100018G4Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000QO8Q,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
0100018I3A,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000ZTBZ,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100018L1L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000ZUB9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018O3F,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100018S6V,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
01000102MG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000QV0B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018Y6H,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001915U,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000QY0U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000193KA,"Sorocaba",SP,100.00,90.00,,0100B5RE0X,"Produto muito procurado por clientes corporativos."
0100019422,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001954P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000OW22,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001992Q,"Sorocaba",SP,100.00,90.00,,01000E0HFX,"Produto com alta aceitação entre o público feminino."
010000QZAA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100028OP0,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100019D3M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000R24H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000245CV,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010002AQ5Q,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100019SD0,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100010E8R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100019UGX,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100019W62,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100019ZEP,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001A1A7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100010M8W,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100024E00,"Sorocaba",SP,100.00,90.00,,01000E0HFX,"Produto com alta aceitação entre o público feminino."
010001A95F,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001AAJ9,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000S202,"Sorocaba",SP,100.00,90.00,,01000KJ0V5,"Sucesso de vendas na sua região."
010001AICF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000SFAH,"Sorocaba",SP,100.00,90.00,,01000N2W4T,"Sucesso de vendas na sua região."
010000OZO3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100023520,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001AN1S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100010XCP,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000SY46,"Sorocaba",SP,100.00,90.00,,01000N2W4T,"Sucesso de vendas na sua região."
0100010YTF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010002960S,"Sorocaba",SP,100.00,90.00,,01000CD901,"Produto com alta aceitação entre o público feminino."
010000M5AX,"Sorocaba",SP,100.00,90.00,,01000KJ0V5,"Sucesso de vendas na sua região."
010001AU4H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000110CO,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001AWQT,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000UI20,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Sucesso de vendas na sua região."
010000P34B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100011203,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100024JCP,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001B72M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001B8F2,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001140W,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001BA9Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001SR44,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BB5T,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001BDGC,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000J2D6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Sucesso de vendas na sua região."
010000WA9R,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000M90S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BJ0M,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001BL3I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BM0O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000P7AL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BPOU,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001BQ3Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BS20,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BT7P,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001BV9U,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001BYB7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BZ3B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000P9GK,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001C425,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001C89N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000WM9U,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001CBG0,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001CCA0,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001CECZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000WN4U,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001CIH9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001CL8F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001CRKN,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001CSSP,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100011T31,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001CV10,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001CW0A,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001CYAJ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001CZ05,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100011Y58,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001D17V,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001D3LR,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000WS01,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000124OM,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001D60L,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001D736,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001DC42,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000MQBS,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001DFEG,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001DJOU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PC3I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001DREO,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100026M2B,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001DTLI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001DXQ8,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001X2DP,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001E04M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010002A6AR,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000N680,"Sorocaba",SP,100.00,90.00,,01000N2W4T,"Sucesso de vendas na sua região."
0100024R22,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001E54E,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001E645,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001E77X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001E868,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000PGKB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001EB68,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001EEGE,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100012I1A,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100024759,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PH1P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100028NHR,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100012LUA,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001EO8Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001EP2B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100012M1Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000X6B4,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100028W23,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100012P1X,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000X93Y,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100023L57,"Sorocaba",SP,100.00,90.00,,01000CD901,"Produto com alta aceitação entre o público feminino."
010001EYR3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001F02T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PJEA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001F246,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100012S3E,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100012X02,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001F74K,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100012Z0U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100026T07,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000XG11,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001314A,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001341J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100024ME8,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PL7T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001FK9H,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001FM2H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000N82U,"Sorocaba",SP,100.00,90.00,,01000N2W4T,"Sucesso de vendas na sua região."
0100013E5L,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100026CQS,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001FS3J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000XM8Y,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100013H6I,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001G2D7,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100013L8Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001G60K,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001G72C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100023PAB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001GE0N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000XPCH,"Sorocaba",SP,100.00,90.00,,01000CD901,"Produto com alta aceitação entre o público feminino."
010002204M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PP97,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001GO0G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100013R0G,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000XX6B,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100023O05,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100013V24,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001GZCZ,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100013W4X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100027Y0A,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000XY65,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010002946P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010002D472,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001H89W,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001H90Z,"Sorocaba",SP,100.00,90.00,,01000E0HFX,"Produto com alta aceitação entre o público feminino."
010001HB8Z,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001HCF7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001HD0Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000O518,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001HG3F,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001HH05,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001HIPB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001HK9K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Y44O,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100028EBP,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010002CG8J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PU8N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Sucesso de vendas na sua região."
010001HW33,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
