idpessoa,uf,cidade,risk_score,abc,recommended_product,reason,pitch
0100BIB7AN,SP,"Sorocaba",97.87,A,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMO3AP,SP,"Sorocaba",82.65,A,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCLMA3,SP,"Sorocaba",96.69,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AP5HLV,SP,"Sorocaba",98.57,A,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DDXPC7,SP,"Sorocaba",88.02,A,0100B8QD9I,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BOJNNJ,SP,"Sorocaba",90.05,A,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002CW8H,SP,"Sorocaba",99.65,A,01008CBH15,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01005VBC84,SP,"Sorocaba",99.99,A,01000AHL0A,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CNQT25,SP,"Sorocaba",82.71,A,0100BVGH2H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001XCMX,SP,"Sorocaba",75.64,A,01000LB1H6,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DOTR4K,SP,"Sorocaba",80.57,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010022KEPQ,SP,"Sorocaba",100.00,A,01000LAJ18,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BFJ827,SP,"Sorocaba",99.48,A,01000K8JBX,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B4A01U,SP,"Sorocaba",99.69,A,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DCQPI2,SP,"Sorocaba",75.80,A,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CZ8UAI,SP,"Sorocaba",91.35,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6ZX1P,SP,"Sorocaba",97.92,A,01003M2CDO,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CLT73S,SP,"Sorocaba",94.36,A,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010006N9L5,SP,"Sorocaba",99.90,A,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100023919,SP,"Sorocaba",97.66,A,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DA9I06,SP,"Sorocaba",76.94,A,01000M21RS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008ZJMFR,SP,"Sorocaba",96.44,A,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008VM62G,SP,"Sorocaba",99.97,A,01000MEU29,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B6SS09,SP,"Sorocaba",99.66,A,01003LBU05,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010001J17D,SP,"Sorocaba",98.98,A,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRBVUK,SP,"Sorocaba",87.60,A,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CO4O05,SP,"Sorocaba",94.89,A,01003UFKEG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100AZ3H4F,SP,"Sorocaba",99.49,A,01000KIS1C,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DWQ377,SP,"Sorocaba",76.15,A,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100015D23,SP,"Sorocaba",82.72,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E0PUH2,SP,"Sorocaba",75.43,A,010091Q7D8,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100012KKL,SP,"Sorocaba",97.28,A,01008CBH15,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100627VHB,SP,"Sorocaba",99.32,A,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010093QKCE,SP,"Sorocaba",88.43,A,01000CSZ5V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002ZENM,SP,"Sorocaba",99.86,A,0100988A17,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E1SP13,SP,"Sorocaba",75.44,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B2DE0R,SP,"Sorocaba",99.71,A,01003M6LCE,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B7GP5N,SP,"Sorocaba",99.65,A,01000GE1AU,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010005OM9V,SP,"Sorocaba",99.93,A,01000LMU2T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010001KY75,SP,"Sorocaba",99.99,A,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002C91D,SP,"Sorocaba",99.99,A,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AU5P47,SP,"Sorocaba",95.42,A,01000O0D69,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E3WNFO,SP,"Sorocaba",72.31,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQQT0U,SP,"Sorocaba",94.37,A,01003M2X92,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CG3WH5,SP,"Sorocaba",83.38,A,01000N2O0Y,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B5WH0W,SP,"Sorocaba",77.37,A,01000DI3QX,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CKLGAO,SP,"Sorocaba",94.84,A,0100BVGELN,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004B66C,SP,"Sorocaba",99.70,A,01000M23WQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6PHC2,SP,"Sorocaba",78.31,A,0100BVG809,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BHWA8Z,SP,"Sorocaba",99.19,A,01000NX712,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C2593B,SP,"Sorocaba",96.01,A,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002D805,SP,"Sorocaba",98.44,A,01000CH72A,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
010001RTDX,SP,"Sorocaba",98.40,A,01000MUSB5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01008JJU0C,SP,"Sorocaba",99.98,A,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DTYHAP,SP,"Sorocaba",78.95,A,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BEWY01,SP,"Sorocaba",99.42,A,01005NNT3W,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CZ6S2Z,SP,"Sorocaba",92.29,A,01000E0HFX,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CAR55P,SP,"Sorocaba",93.53,A,0100BVGH2H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BI2G9E,SP,"Sorocaba",98.50,A,010009OY2D,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CMK53L,SP,"Sorocaba",95.11,A,01000M1901,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
010022IMAD,SP,"Sorocaba",100.00,A,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BTRHD8,SP,"Sorocaba",98.69,A,01003M2X92,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DI5Y1N,SP,"Sorocaba",86.35,A,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CAM5IG,SP,"Sorocaba",97.56,A,01000AHIA1,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DX9P32,SP,"Sorocaba",74.52,A,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BTAV0E,SP,"Sorocaba",86.16,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100019I48,SP,"Sorocaba",88.39,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BWOR0J,SP,"Sorocaba",98.53,A,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DA3K03,SP,"Sorocaba",88.45,A,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BCDY73,SP,"Sorocaba",99.53,A,01005ETF00,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DRLCGH,SP,"Sorocaba",79.26,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01005WMLAJ,SP,"Sorocaba",99.99,A,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BGSY6M,SP,"Sorocaba",95.93,A,01001XT490,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BS9Y02,SP,"Sorocaba",98.66,A,01000O01LH,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BYKZEW,SP,"Sorocaba",98.09,A,01000MMB9Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010003RXEA,SP,"Sorocaba",75.26,A,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CINY8W,SP,"Sorocaba",95.80,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DJI88R,SP,"Sorocaba",85.48,A,01003UFF0T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100642C7Q,SP,"Sorocaba",99.99,A,01000I6EVI,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DYEG1Q,SP,"Sorocaba",75.20,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D7BW0V,SP,"Sorocaba",84.22,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D9DCO7,SP,"Sorocaba",88.32,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AFXTR2,SP,"Sorocaba",74.25,A,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E0ZVDG,SP,"Sorocaba",73.38,A,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B81NE4,SP,"Sorocaba",99.19,A,01008MK134,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BGBEBD,SP,"Sorocaba",99.41,A,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B53ZG0,SP,"Sorocaba",99.25,A,01000MP7EA,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C7U608,SP,"Sorocaba",97.61,A,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B1H2NB,SP,"Sorocaba",99.75,A,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CXRW55,SP,"Sorocaba",80.15,A,0100AXS535,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BKKIOY,SP,"Sorocaba",99.23,A,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010003TDEQ,SP,"Sorocaba",98.62,A,01000NYN3V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C9VXEG,SP,"Sorocaba",97.58,A,01000M23WQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001JS74,SP,"Sorocaba",90.93,A,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DIIK46,SP,"Sorocaba",83.81,A,01000KICDY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B7SODF,SP,"Sorocaba",99.63,A,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D5MR6W,SP,"Sorocaba",91.19,A,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D291C5,SP,"Sorocaba",92.07,A,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BT2412,SP,"Sorocaba",98.68,A,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008XFX52,SP,"Sorocaba",99.87,A,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BHYNGH,SP,"Sorocaba",99.41,A,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CX291C,SP,"Sorocaba",92.45,A,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AXD50R,SP,"Sorocaba",99.70,A,0100AXSL68,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010008OGE3,SP,"Sorocaba",96.89,A,01000NT4CH,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
0100B0R0S1,SP,"Sorocaba",99.39,A,01000NYN3V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BA3LA9,SP,"Sorocaba",99.63,A,01000JP6A0,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DL3OEV,SP,"Sorocaba",76.79,A,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BT3S5G,SP,"Sorocaba",93.77,A,01000O01LH,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CE4J4D,SP,"Sorocaba",96.94,A,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100664J0I,SP,"Sorocaba",99.99,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CYWUO2,SP,"Sorocaba",84.49,A,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100COBP1P,SP,"Sorocaba",89.23,A,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CS1409,SP,"Sorocaba",93.97,A,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQNFEQ,SP,"Sorocaba",94.76,A,01000N140E,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C83U7L,SP,"Sorocaba",97.58,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DGNQ1U,SP,"Sorocaba",86.54,A,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DTWN9D,SP,"Sorocaba",79.18,A,01000O0F1T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQ99B7,SP,"Sorocaba",94.96,A,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B7VO89,SP,"Sorocaba",99.12,A,01000EW300,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DGHF4Q,SP,"Sorocaba",87.61,A,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DB812F,SP,"Sorocaba",77.14,A,01000LB1H6,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BMG52I,SP,"Sorocaba",99.06,A,01003PAF0B,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CF9P07,SP,"Sorocaba",92.22,A,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BBMKJY,SP,"Sorocaba",99.56,A,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DQMR3L,SP,"Sorocaba",81.73,A,01000E0HFX,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DWTL0U,SP,"Sorocaba",77.16,A,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004P9BU,SP,"Sorocaba",92.29,A,01000NT620,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BNPY6H,SP,"Sorocaba",94.70,A,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100ASR5BJ,SP,"Sorocaba",99.60,A,01000OK14E,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B6YABM,SP,"Sorocaba",87.95,A,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CXCJ2H,SP,"Sorocaba",70.87,A,01000B934B,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010002Q5BP,SP,"Sorocaba",75.73,A,01000O0D69,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRO60L,SP,"Sorocaba",93.88,A,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DPXP4B,SP,"Sorocaba",80.69,B,01000G0ID7,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DZ8P8K,SP,"Sorocaba",74.83,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C44I57,SP,"Sorocaba",98.10,B,01008C8PA5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010003PLAT,SP,"Sorocaba",97.34,B,01005ETF00,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100051C5B,SP,"Sorocaba",94.79,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001F13N,SP,"Sorocaba",99.99,B,01000IX296,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
0100CGX3C9,SP,"Sorocaba",91.84,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C46G3J,SP,"Sorocaba",82.06,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BBHXBC,SP,"Sorocaba",99.54,B,01000MXEBT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CJ04NC,SP,"Sorocaba",71.33,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BPCA6J,SP,"Sorocaba",98.97,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BNAE60,SP,"Sorocaba",98.88,B,01005BW49V,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CXLW4P,SP,"Sorocaba",93.00,B,010009NRB5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DTAQFF,SP,"Sorocaba",80.32,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001702B,SP,"Sorocaba",89.81,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCOPG3,SP,"Sorocaba",97.13,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C77T2O,SP,"Sorocaba",97.70,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCYY06,SP,"Sorocaba",97.29,B,01000BSF00,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DPDN2Z,SP,"Sorocaba",81.16,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AZORAV,SP,"Sorocaba",87.24,B,01005TB45A,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DYVZ6W,SP,"Sorocaba",75.54,B,01000M21RS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQZ9JU,SP,"Sorocaba",95.09,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CUCV71,SP,"Sorocaba",94.28,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CXFY1J,SP,"Sorocaba",93.60,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BC7Z10,SP,"Sorocaba",99.59,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CFLL5C,SP,"Sorocaba",97.02,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B8061B,SP,"Sorocaba",99.69,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CLT821,SP,"Sorocaba",95.62,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CPEQ70,SP,"Sorocaba",95.27,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CBH337,SP,"Sorocaba",97.40,B,01000KSEFM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B3N824,SP,"Sorocaba",96.73,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C1QR04,SP,"Sorocaba",98.17,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008H9ZA7,SP,"Sorocaba",99.98,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DRI31D,SP,"Sorocaba",80.59,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010008438Z,SP,"Sorocaba",99.99,B,01000N97CS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CLOJ0M,SP,"Sorocaba",95.09,B,01000KIS1C,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQQQ81,SP,"Sorocaba",75.29,B,01000MP7EA,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CJVX3T,SP,"Sorocaba",95.32,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010003QB10,SP,"Sorocaba",99.95,B,01003M2P0O,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BSUI32,SP,"Sorocaba",98.69,B,01000L9WBF,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C1SX53,SP,"Sorocaba",98.25,B,01000L7U1R,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
010001PX4X,SP,"Sorocaba",94.40,B,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DDMSK9,SP,"Sorocaba",73.41,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CADD2A,SP,"Sorocaba",97.55,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01003EAV6O,SP,"Sorocaba",100.00,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010007PA2D,SP,"Sorocaba",96.03,B,01005Y2L4D,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01008XFL0Q,SP,"Sorocaba",99.91,B,01000DQB52,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001097X,SP,"Sorocaba",99.94,B,01003UFKEG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DK65JN,SP,"Sorocaba",84.64,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CE060Y,SP,"Sorocaba",92.67,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DZ53LR,SP,"Sorocaba",75.61,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BI1480,SP,"Sorocaba",99.39,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BRWT7W,SP,"Sorocaba",98.75,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CZDE69,SP,"Sorocaba",92.77,B,01008C0KFH,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CK68EY,SP,"Sorocaba",95.56,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AV8E6G,SP,"Sorocaba",99.79,B,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CBZA56,SP,"Sorocaba",97.61,B,01000G8DFL,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CG2M7V,SP,"Sorocaba",96.75,B,01000M1H3G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6AA6Z,SP,"Sorocaba",97.50,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002803L,SP,"Sorocaba",95.80,B,01000NWI43,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010001CUQI,SP,"Sorocaba",88.37,B,01000A19AF,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CG081I,SP,"Sorocaba",96.86,B,01000N9VA7,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6LJ28,SP,"Sorocaba",94.83,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C241B5,SP,"Sorocaba",98.26,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DZNOBS,SP,"Sorocaba",75.65,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DHAS13,SP,"Sorocaba",85.82,B,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008GKK1L,SP,"Sorocaba",99.99,B,01000NT01F,BOUGHT_PREVIOUSLY,"Novidade do catálogo."
0100BKXUAK,SP,"Sorocaba",79.79,B,01000FH523,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010003DF59,SP,"Sorocaba",99.96,B,01000KCKJ1,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C267QD,SP,"Sorocaba",80.09,B,01000JA4KT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D2FT6P,SP,"Sorocaba",92.20,B,010097AM08,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
