idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,reason,pitch
010008CC05,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CG1G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CH0I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CIB5,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CJ2J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CK6R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CLAA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CMBP,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CN0Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008COGG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CP2N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CQ9D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CRBD,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CT5L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CU0H,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008CV32,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CW6I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CX1J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CY4Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008CZ8B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008D0RW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008D1CU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008D23F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008D31K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008D4C4,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008D556,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DA89,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DCCR,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DD6K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DE0G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DF09,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008DG09,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DH5G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DI3E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DJEY,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DL3Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DM1M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DN7Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DO9P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DQ03,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DR7N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DU43,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DV5G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DWEU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DX48,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008DY33,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E00T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E1KK,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E265,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E42Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E50U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E6FI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E82A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008E9KW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EAKA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EDTG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EE80,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EF4I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EG2J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EHOR,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EJ7Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EK4C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EL5X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EM01,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008ENE3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EQDE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008ES32,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008ET5L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EU2P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EV9I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EW8B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EX2Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EY3C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008EZFL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F073,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F21Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F308,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F4JT,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F5C0,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F606,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F80K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008F94P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FA3U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FBAI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FC4F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FEBN,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FF1S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FICS,"Sorocaba",SP,100.00,90.00,,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008FK10,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FM2F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FN8D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FO4O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FQQ8,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FRA8,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FS14,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FTH8,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FUOL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FWBG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FX0B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FY4P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008FZ0M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G0DF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G18Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G251,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G33L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G41F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G5J4,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G7AA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008G800,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GA3T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GBCR,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GC31,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GD3G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GG1K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GI45,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GJI7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GL0H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GMSZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GN9W,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GO63,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GP6S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GQ6K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GR0P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GS7M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GTME,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GXBJ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008GY4P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H01C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H1A6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H208,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008H342,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H454,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H58V,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H6JU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H72U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H866,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008H926,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HAMW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HBDI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HCNX,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HD7O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HE3U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HF0E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HH9V,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HI0D,"Sorocaba",SP,100.00,90.00,,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008HJ2F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HL35,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HO20,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HP0G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HQ93,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HS4K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HT3D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HU98,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HX8Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008HZ1V,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008I342,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008I440,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008I64A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008I707,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008I8A0,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008I9GF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IA2M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IDIO,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IE67,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IF69,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IG7P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008II94,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
010008IK9U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008ILCM,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IM1W,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008INHQ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IO4C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IP3Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IS2L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IVCN,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IW0M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IXI4,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IY0E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008IZ1V,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008J01B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008J11O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010008J2PT,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
